id_transazione,id_cliente,codice_prodotto,quantita,data_ora,nome_cliente,eta,livello_fedelta,citta_residenza,cap,email_verificata,categoria,prezzo_listino,sconto_categoria_pct,totale_lordo,totale_netto
1405,CLI_0033,0,1,2025-01-09 10:30:00,Cliente_CLI_0033,63,2,4,39757,True,1,120.0,5.0,120.0,114.0
1406,CLI_0009,1,2,2025-01-09 11:00:00,Cliente_CLI_0009,23,2,1,65761,True,2,450.0,10.0,900.0,810.0
1407,CLI_0043,2,5,2025-01-09 11:30:00,Cliente_CLI_0043,64,0,1,44701,True,1,80.0,0.0,400.0,400.0
1408,CLI_0048,0,4,2025-01-09 12:00:00,Cliente_CLI_0048,51,2,2,43742,False,1,120.0,5.0,480.0,456.0
1409,CLI_0039,2,3,2025-01-09 12:30:00,Cliente_CLI_0039,40,0,1,86898,False,1,80.0,0.0,240.0,240.0
1410,CLI_0093,0,4,2025-01-09 13:00:00,Cliente_CLI_0093,50,2,1,40087,True,1,120.0,5.0,480.0,456.0
1411,CLI_0042,0,2,2025-01-09 13:30:00,Cliente_CLI_0042,52,3,0,17287,True,1,120.0,5.0,240.0,228.0
1412,CLI_0026,0,4,2025-01-09 14:00:00,Cliente_CLI_0026,61,0,2,68606,True,1,120.0,5.0,480.0,456.0
1413,CLI_0099,1,1,2025-01-09 14:30:00,Cliente_CLI_0099,56,3,3,60861,False,2,450.0,10.0,450.0,405.0
1414,CLI_0050,1,2,2025-01-09 15:00:00,Cliente_CLI_0050,35,3,0,19903,True,2,450.0,10.0,900.0,810.0
1415,CLI_0025,2,3,2025-01-09 15:30:00,Cliente_CLI_0025,69,0,1,71916,False,1,80.0,0.0,240.0,240.0
1416,CLI_0024,0,1,2025-01-09 16:00:00,Cliente_CLI_0024,49,2,4,49974,False,1,120.0,5.0,120.0,114.0
1417,CLI_0013,0,2,2025-01-09 16:30:00,Cliente_CLI_0013,24,0,4,83543,False,1,120.0,5.0,240.0,228.0
1418,CLI_0060,1,3,2025-01-09 17:00:00,Cliente_CLI_0060,31,0,0,43062,False,2,450.0,10.0,1350.0,1215.0
1419,CLI_0007,0,1,2025-01-09 17:30:00,Cliente_CLI_0007,33,2,4,81431,True,1,120.0,5.0,120.0,114.0
1420,CLI_0057,1,1,2025-01-09 18:00:00,Cliente_CLI_0057,24,0,4,59708,False,2,450.0,10.0,450.0,405.0
1421,CLI_0036,0,2,2025-01-09 18:30:00,Cliente_CLI_0036,68,0,3,50042,False,1,120.0,5.0,240.0,228.0
1422,CLI_0045,2,5,2025-01-09 19:00:00,Cliente_CLI_0045,45,0,1,27602,True,1,80.0,0.0,400.0,400.0
1423,CLI_0020,0,1,2025-01-09 19:30:00,Cliente_CLI_0020,39,0,0,37345,True,1,120.0,5.0,120.0,114.0
1424,CLI_0065,0,1,2025-01-09 20:00:00,Cliente_CLI_0065,45,2,0,15084,False,1,120.0,5.0,120.0,114.0
1425,CLI_0008,3,3,2025-01-09 20:30:00,Cliente_CLI_0008,38,0,0,77957,False,0,25.0,15.0,75.0,63.75
1426,CLI_0016,1,4,2025-01-09 21:00:00,Cliente_CLI_0016,59,1,1,84910,False,2,450.0,10.0,1800.0,1620.0
1427,CLI_0014,0,2,2025-01-09 21:30:00,Cliente_CLI_0014,40,0,3,46062,False,1,120.0,5.0,240.0,228.0
1428,CLI_0076,0,2,2025-01-09 22:00:00,Cliente_CLI_0076,69,2,3,88797,False,1,120.0,5.0,240.0,228.0
1429,CLI_0087,3,5,2025-01-09 22:30:00,Cliente_CLI_0087,20,2,1,57837,False,0,25.0,15.0,125.0,106.25
1430,CLI_0015,3,5,2025-01-09 23:00:00,Cliente_CLI_0015,69,1,4,47265,True,0,25.0,15.0,125.0,106.25
1431,CLI_0092,1,2,2025-01-09 23:30:00,Cliente_CLI_0092,35,3,4,31804,True,2,450.0,10.0,900.0,810.0
1432,CLI_0098,3,5,2025-01-10 00:00:00,Cliente_CLI_0098,50,0,2,66985,False,0,25.0,15.0,125.0,106.25
1433,CLI_0066,2,3,2025-01-10 00:30:00,Cliente_CLI_0066,21,2,2,17491,True,1,80.0,0.0,240.0,240.0
1434,CLI_0032,3,2,2025-01-10 01:00:00,Cliente_CLI_0032,54,1,2,47573,True,0,25.0,15.0,50.0,42.5
1435,CLI_0087,2,5,2025-01-10 01:30:00,Cliente_CLI_0087,20,2,1,57837,False,1,80.0,0.0,400.0,400.0
1436,CLI_0063,1,2,2025-01-10 02:00:00,Cliente_CLI_0063,41,0,4,11007,False,2,450.0,10.0,900.0,810.0
1437,CLI_0086,1,4,2025-01-10 02:30:00,Cliente_CLI_0086,20,0,2,15655,False,2,450.0,10.0,1800.0,1620.0
1438,CLI_0051,1,1,2025-01-10 03:00:00,Cliente_CLI_0051,45,0,0,55648,False,2,450.0,10.0,450.0,405.0
1439,CLI_0025,1,2,2025-01-10 03:30:00,Cliente_CLI_0025,69,0,1,71916,False,2,450.0,10.0,900.0,810.0
1440,CLI_0058,1,1,2025-01-10 04:00:00,Cliente_CLI_0058,68,1,3,12719,True,2,450.0,10.0,450.0,405.0
1441,CLI_0063,2,5,2025-01-10 04:30:00,Cliente_CLI_0063,41,0,4,11007,False,1,80.0,0.0,400.0,400.0
1442,CLI_0062,2,1,2025-01-10 05:00:00,Cliente_CLI_0062,34,2,3,22987,False,1,80.0,0.0,80.0,80.0
1443,CLI_0022,1,2,2025-01-10 05:30:00,Cliente_CLI_0022,19,1,4,62393,False,2,450.0,10.0,900.0,810.0
1444,CLI_0058,3,4,2025-01-10 06:00:00,Cliente_CLI_0058,68,1,3,12719,True,0,25.0,15.0,100.0,85.0
1445,CLI_0058,0,5,2025-01-10 06:30:00,Cliente_CLI_0058,68,1,3,12719,True,1,120.0,5.0,600.0,570.0
1446,CLI_0086,1,2,2025-01-10 07:00:00,Cliente_CLI_0086,20,0,2,15655,False,2,450.0,10.0,900.0,810.0
1447,CLI_0049,3,5,2025-01-10 07:30:00,Cliente_CLI_0049,25,1,0,80831,False,0,25.0,15.0,125.0,106.25
1448,CLI_0052,0,3,2025-01-10 08:00:00,Cliente_CLI_0052,57,0,0,29129,True,1,120.0,5.0,360.0,342.0
1449,CLI_0042,1,1,2025-01-10 08:30:00,Cliente_CLI_0042,52,3,0,17287,True,2,450.0,10.0,450.0,405.0
1450,CLI_0070,1,3,2025-01-10 09:00:00,Cliente_CLI_0070,52,2,0,37083,True,2,450.0,10.0,1350.0,1215.0
1451,CLI_0015,2,2,2025-01-10 09:30:00,Cliente_CLI_0015,69,1,4,47265,True,1,80.0,0.0,160.0,160.0
1452,CLI_0054,0,4,2025-01-10 10:00:00,Cliente_CLI_0054,57,2,1,75082,False,1,120.0,5.0,480.0,456.0
1453,CLI_0060,0,5,2025-01-10 10:30:00,Cliente_CLI_0060,31,0,0,43062,False,1,120.0,5.0,600.0,570.0
1454,CLI_0097,3,1,2025-01-10 11:00:00,Cliente_CLI_0097,19,0,1,55004,False,0,25.0,15.0,25.0,21.25
1455,CLI_0008,2,5,2025-01-10 11:30:00,Cliente_CLI_0008,38,0,0,77957,False,1,80.0,0.0,400.0,400.0
1456,CLI_0053,2,2,2025-01-10 12:00:00,Cliente_CLI_0053,57,3,4,17314,False,1,80.0,0.0,160.0,160.0
1457,CLI_0060,2,5,2025-01-10 12:30:00,Cliente_CLI_0060,31,0,0,43062,False,1,80.0,0.0,400.0,400.0
1458,CLI_0005,2,1,2025-01-10 13:00:00,Cliente_CLI_0005,61,1,4,16960,True,1,80.0,0.0,80.0,80.0
1459,CLI_0068,0,2,2025-01-10 13:30:00,Cliente_CLI_0068,18,3,3,86919,True,1,120.0,5.0,240.0,228.0
1460,CLI_0006,0,5,2025-01-10 14:00:00,Cliente_CLI_0006,34,3,1,67134,False,1,120.0,5.0,600.0,570.0
1461,CLI_0096,1,4,2025-01-10 14:30:00,Cliente_CLI_0096,27,2,3,73483,True,2,450.0,10.0,1800.0,1620.0
1462,CLI_0094,1,2,2025-01-10 15:00:00,Cliente_CLI_0094,39,1,1,53408,False,2,450.0,10.0,900.0,810.0
1463,CLI_0047,2,2,2025-01-10 15:30:00,Cliente_CLI_0047,57,0,0,68762,True,1,80.0,0.0,160.0,160.0
1464,CLI_0099,2,4,2025-01-10 16:00:00,Cliente_CLI_0099,56,3,3,60861,False,1,80.0,0.0,320.0,320.0
1465,CLI_0055,2,3,2025-01-10 16:30:00,Cliente_CLI_0055,58,0,4,61756,True,1,80.0,0.0,240.0,240.0
1466,CLI_0040,1,1,2025-01-10 17:00:00,Cliente_CLI_0040,66,0,4,17657,True,2,450.0,10.0,450.0,405.0
1467,CLI_0052,3,3,2025-01-10 17:30:00,Cliente_CLI_0052,57,0,0,29129,True,0,25.0,15.0,75.0,63.75
1468,CLI_0016,3,5,2025-01-10 18:00:00,Cliente_CLI_0016,59,1,1,84910,False,0,25.0,15.0,125.0,106.25
1469,CLI_0013,1,4,2025-01-10 18:30:00,Cliente_CLI_0013,24,0,4,83543,False,2,450.0,10.0,1800.0,1620.0
1470,CLI_0030,1,3,2025-01-10 19:00:00,Cliente_CLI_0030,54,0,1,45400,True,2,450.0,10.0,1350.0,1215.0
1471,CLI_0019,1,2,2025-01-10 19:30:00,Cliente_CLI_0019,40,2,1,54547,True,2,450.0,10.0,900.0,810.0
1472,CLI_0017,1,5,2025-01-10 20:00:00,Cliente_CLI_0017,52,2,2,67132,False,2,450.0,10.0,2250.0,2025.0
1473,CLI_0063,1,5,2025-01-10 20:30:00,Cliente_CLI_0063,41,0,4,11007,False,2,450.0,10.0,2250.0,2025.0
1474,CLI_0019,1,3,2025-01-10 21:00:00,Cliente_CLI_0019,40,2,1,54547,True,2,450.0,10.0,1350.0,1215.0
1475,CLI_0092,2,3,2025-01-10 21:30:00,Cliente_CLI_0092,35,3,4,31804,True,1,80.0,0.0,240.0,240.0
1476,CLI_0058,2,4,2025-01-10 22:00:00,Cliente_CLI_0058,68,1,3,12719,True,1,80.0,0.0,320.0,320.0
1477,CLI_0055,2,1,2025-01-10 22:30:00,Cliente_CLI_0055,58,0,4,61756,True,1,80.0,0.0,80.0,80.0
1478,CLI_0090,2,3,2025-01-10 23:00:00,Cliente_CLI_0090,19,2,4,39759,True,1,80.0,0.0,240.0,240.0
1479,CLI_0090,1,3,2025-01-10 23:30:00,Cliente_CLI_0090,19,2,4,39759,True,2,450.0,10.0,1350.0,1215.0
1480,CLI_0062,3,2,2025-01-11 00:00:00,Cliente_CLI_0062,34,2,3,22987,False,0,25.0,15.0,50.0,42.5
1481,CLI_0023,0,5,2025-01-11 00:30:00,Cliente_CLI_0023,47,1,0,37788,False,1,120.0,5.0,600.0,570.0
1482,CLI_0009,1,1,2025-01-11 01:00:00,Cliente_CLI_0009,23,2,1,65761,True,2,450.0,10.0,450.0,405.0
1483,CLI_0012,0,2,2025-01-11 01:30:00,Cliente_CLI_0012,38,3,3,54813,True,1,120.0,5.0,240.0,228.0
1484,CLI_0001,3,4,2025-01-11 02:00:00,Cliente_CLI_0001,26,2,1,64912,True,0,25.0,15.0,100.0,85.0
1485,CLI_0058,2,4,2025-01-11 02:30:00,Cliente_CLI_0058,68,1,3,12719,True,1,80.0,0.0,320.0,320.0
1486,CLI_0001,3,3,2025-01-11 03:00:00,Cliente_CLI_0001,26,2,1,64912,True,0,25.0,15.0,75.0,63.75
1487,CLI_0034,1,3,2025-01-11 03:30:00,Cliente_CLI_0034,51,0,2,72211,True,2,450.0,10.0,1350.0,1215.0
1488,CLI_0096,2,4,2025-01-11 04:00:00,Cliente_CLI_0096,27,2,3,73483,True,1,80.0,0.0,320.0,320.0
1489,CLI_0048,1,3,2025-01-11 04:30:00,Cliente_CLI_0048,51,2,2,43742,False,2,450.0,10.0,1350.0,1215.0
1490,CLI_0089,2,1,2025-01-11 05:00:00,Cliente_CLI_0089,26,3,1,15109,True,1,80.0,0.0,80.0,80.0
1491,CLI_0001,0,3,2025-01-11 05:30:00,Cliente_CLI_0001,26,2,1,64912,True,1,120.0,5.0,360.0,342.0
1492,CLI_0016,0,5,2025-01-11 06:00:00,Cliente_CLI_0016,59,1,1,84910,False,1,120.0,5.0,600.0,570.0
1493,CLI_0061,0,3,2025-01-11 06:30:00,Cliente_CLI_0061,49,0,4,76672,True,1,120.0,5.0,360.0,342.0
1494,CLI_0064,3,2,2025-01-11 07:00:00,Cliente_CLI_0064,36,3,3,52207,False,0,25.0,15.0,50.0,42.5
1495,CLI_0063,1,1,2025-01-11 07:30:00,Cliente_CLI_0063,41,0,4,11007,False,2,450.0,10.0,450.0,405.0
1496,CLI_0069,3,2,2025-01-11 08:00:00,Cliente_CLI_0069,35,3,0,31195,False,0,25.0,15.0,50.0,42.5
1497,CLI_0022,0,2,2025-01-11 08:30:00,Cliente_CLI_0022,19,1,4,62393,False,1,120.0,5.0,240.0,228.0
1498,CLI_0093,1,5,2025-01-11 09:00:00,Cliente_CLI_0093,50,2,1,40087,True,2,450.0,10.0,2250.0,2025.0
1499,CLI_0067,0,1,2025-01-11 09:30:00,Cliente_CLI_0067,34,2,1,83609,False,1,120.0,5.0,120.0,114.0
